date,search rank,id,brand,rating,num reviews
2015-11-27,432,17196489,other,5.0,1

2015-11-27,433,17193547,other,0,0

2015-11-27,434,33655402,other,0,0

2015-11-27,435,31219537,other,0,0

2015-11-27,436,39326240,other,0,0

2015-11-27,437,17196516,other,0,0

2015-11-27,438,17193549,other,0,0

2015-11-27,439,33665087,other,0,0

2015-11-27,440,17203445,other,4.353,17

2015-11-27,441,29473276,other,5.0,1

2015-11-27,442,17196492,other,5.0,1

2015-11-27,443,39326235,other,0,0

2015-11-27,444,17196520,other,0,0

2015-11-27,445,31222373,other,0,0

2015-11-27,446,17196518,other,0,0

2015-11-27,447,12443033,other,5.0,3

2015-11-27,448,17193647,other,0,0

2015-11-27,449,22572886,other,0,0

2015-11-27,450,17193545,other,0,0

2015-11-27,451,17193475,other,0,0

2015-11-27,452,17196523,other,3.0,4

2015-11-27,453,24182561,other,0,0

2015-11-27,454,34202123,other,0,0

2015-11-27,455,21090108,other,0,0

2015-11-27,456,39326211,other,0,0

2015-11-27,457,35500693,Kashi,0,0

2015-11-27,458,17193556,other,0,0

2015-11-27,459,17196596,other,0,0

2015-11-27,460,35176873,other,0,0

2015-11-27,461,17193496,other,0,0

2015-11-27,462,17196560,other,0,0

2015-11-27,463,30943781,other,0,0

2015-11-27,464,33665085,other,0,0

2015-11-27,465,17196553,other,0,0

2015-11-27,466,17193554,other,0,0

2015-11-27,467,17196441,other,0,0

2015-11-27,468,31121629,other,0,0

2015-11-27,469,29473263,other,5.0,1

2015-11-27,470,17196521,other,0,0

2015-11-27,471,17196594,other,0,0

2015-11-27,472,33665088,other,0,0

2015-11-27,473,31219543,other,0,0

2015-11-27,474,33652989,other,0,0

2015-11-27,475,28646173,other,0,0

2015-11-27,476,34481845,other,5.0,3

2015-11-27,477,31054861,other,0,0

2015-11-27,478,29892015,other,0,0

2015-11-27,479,33963474,other,4.375,8

2015-11-27,480,10312439,other,4.218,284

2015-11-27,481,36305335,other,0,0

2015-11-27,482,45099799,other,0,0

2015-11-27,483,39086034,other,0,0

2015-11-27,484,12443143,other,3.714,28

2015-11-27,485,16827119,other,0,0

2015-11-27,486,26712788,other,4.757,37

2015-11-27,487,21103997,other,0,0

2015-11-27,488,25847974,other,4.688,16

2015-11-27,489,25875655,Kellogg,4.412,17

2015-11-27,490,21125856,other,4.353,17

2015-11-27,491,10312438,other,4.109,192

2015-11-27,492,21125853,other,4.6,19

2015-11-27,493,10311281,other,4.405,36

2015-11-27,494,17193603,other,5.0,1

2015-11-27,495,25847966,other,4.917,12

2015-11-27,496,44656714,Kellogg,2.0,1

2015-11-27,497,17193488,other,0,0

2015-11-27,498,41474805,other,0,0

2015-11-27,499,29474010,other,5.0,1

2015-11-27,500,17193596,other,0,0

2015-11-27,501,46771749,Kashi,0,0

2015-11-27,502,17196599,other,4.5,2

2015-11-27,503,17196570,other,5.0,1

2015-11-27,504,17193492,other,4.0,2

2015-11-27,505,46265090,other,0,0

2015-11-27,506,46771748,Kashi,0,0

2015-11-27,507,45099798,other,0,0

2015-11-27,508,44886121,other,0,0

2015-11-27,509,45099792,other,0,0

2015-11-27,510,17193487,other,1.0,1

2015-11-27,511,17196615,other,0,0

2015-11-27,512,21090101,other,0,0

2015-11-27,513,39326198,other,5.0,1

2015-11-27,514,33655409,Kashi,0,0

2015-11-27,515,45099790,other,0,0

2015-11-27,516,29304186,other,5.0,3

2015-11-27,517,22388976,other,5.0,4

2015-11-27,518,44014331,other,0,0

2015-11-27,519,44013969,other,0,0

2015-11-27,520,44013974,other,0,0

2015-11-27,521,46175188,other,0,0

2015-11-27,522,24446956,other,0,0

2015-11-27,523,17193514,other,0,0

2015-11-27,524,17208774,other,5.0,1

2015-11-27,525,17193560,other,4.0,1

2015-11-27,526,34334684,other,5.0,1

2015-11-27,527,47335377,other,0,0

2015-11-27,528,47335365,other,0,0

2015-11-27,529,17196429,other,5.0,3

2015-11-27,530,33963475,other,5.0,1

2015-11-27,531,47335302,other,0,0

2015-11-27,532,47335300,other,0,0

2015-11-27,533,46175193,other,0,0

2015-11-27,534,46175187,other,0,0

2015-11-27,535,47335625,other,0,0

2015-11-27,536,47335622,other,0,0

2015-11-27,537,17193538,other,5.0,1

2015-11-27,538,47369913,other,0,0

2015-11-27,539,47335626,other,0,0

2015-11-27,540,47335585,other,0,0

2015-11-27,541,47335362,other,0,0

2015-11-27,542,47335369,other,0,0

2015-11-27,543,44014669,other,0,0

2015-11-27,544,46175993,other,0,0

2015-11-27,545,17196597,other,5.0,1

2015-11-27,546,46265147,other,0,0

2015-11-27,547,46265150,other,0,0

2015-11-27,548,46265148,other,0,0

2015-11-27,549,46265067,other,0,0

2015-11-27,550,46271056,other,0,0

2015-11-27,551,31219550,other,5.0,1

2015-11-27,552,22388961,other,0,0

2015-11-27,553,44014670,other,5.0,1

2015-11-27,554,17196598,other,5.0,1

2015-11-27,555,44014330,other,0,0

2015-11-27,556,17196620,other,5.0,1

2015-11-27,557,44013972,other,0,0

2015-11-27,558,17193537,other,4.5,2

2015-11-27,559,17196600,other,0,0

2015-11-27,560,17196622,other,3.0,2

2015-11-27,561,27672360,other,0,0

2015-11-27,562,29473264,other,0,0

2015-11-27,563,21090086,other,0,0

2015-11-27,564,21090104,other,0,0

2015-11-27,565,17196586,other,5.0,2

2015-11-27,566,21090085,other,5.0,1

2015-11-27,567,17196571,other,5.0,2

2015-11-27,568,17196584,other,5.0,1

2015-11-27,569,44014679,other,0,0

2015-11-27,570,44014675,other,0,0

2015-11-27,571,44014678,other,0,0

2015-11-27,572,44014681,other,0,0

2015-11-27,573,17196616,other,5.0,1

2015-11-27,574,33653006,other,0,0

2015-11-27,575,17196572,other,0,0

2015-11-27,576,17196484,other,0,0

2015-11-27,577,17196605,other,5.0,2

2015-11-27,578,21090592,other,0,0

2015-11-27,579,21090070,other,0,0

2015-11-27,580,17193568,other,0,0

2015-11-27,581,21090595,other,0,0

2015-11-27,582,21091546,other,5.0,1

2015-11-27,583,21090103,other,0,0

2015-11-27,584,21091548,other,0,0

2015-11-27,585,22572884,other,0,0

2015-11-27,586,21091542,other,0,0

2015-11-27,587,17196483,other,0,0

2015-11-27,588,21090979,other,0,0

2015-11-27,589,21091541,other,3.333,3

2015-11-27,590,17196481,other,0,0

2015-11-27,591,17193597,other,5.0,1

2015-11-27,592,17196482,other,0,0

2015-11-27,593,17196606,other,0,0

2015-11-27,594,17193639,other,0,0

2015-11-27,595,31219534,other,0,0

2015-11-27,596,17196608,other,0,0

2015-11-27,597,17196453,other,0,0

2015-11-27,598,35501168,other,0,0

2015-11-27,599,30854182,other,0,0

2015-11-27,600,30951373,Kashi,0,0

2015-11-27,601,39326241,other,0,0

2015-11-27,602,22388998,other,5.0,4

2015-11-27,603,14053351,other,4.333,3

2015-11-27,604,29816990,other,0,0

2015-11-27,605,29848807,other,0,0

2015-11-27,606,17196451,other,0,0

2015-11-27,607,29304806,other,0,0

2015-11-27,608,36295361,other,0,0

2015-11-27,609,23868901,other,0,0

2015-11-27,610,47854211,other,0,0

2015-11-27,611,29021287,other,5.0,1

2015-11-27,612,45918928,other,0,0

2015-11-27,613,17193517,other,0,0

2015-11-27,614,10290660,other,4.419,62

2015-11-27,615,10309708,other,4.9,20

2015-11-27,616,41897608,other,4.909,77

2015-11-27,617,10316922,other,4.708,24

2015-11-27,618,23569270,other,3.714,7

2015-11-27,619,10292112,other,4.483,29

2015-11-27,620,22985136,other,4.5,6

2015-11-27,621,33664995,other,3.5,2

2015-11-27,622,30154556,other,5.0,1

2015-11-27,623,14698850,other,4.889,9

2015-11-27,624,38458557,other,0,0

2015-11-27,625,17194141,other,4.429,7

2015-11-27,626,10535803,other,4.2,5

2015-11-27,627,10309706,other,4.917,12

2015-11-27,628,10309707,other,5.0,3

2015-11-27,629,17340369,other,4.818,11

2015-11-27,630,31219642,other,5.0,1

2015-11-27,631,30156405,other,5.0,1

2015-11-27,632,28377449,other,5.0,3

2015-11-27,633,30650032,other,0,0

