date,search rank,id,brand,rating,num reviews,percent rec
2015-11-25,94,19757533,Kellogg,4.7,30,94

2015-11-25,95,20648085,Post,4.143,7,86

2015-11-25,96,25819603,Kellogg,4.245,53,83

2015-11-25,97,32286721,other,4.273,11,91

2015-11-25,98,19794417,Kellogg,4.615,13,100

2015-11-25,99,19766250,other,4.429,15,100

2015-11-25,100,36304314,other,0.0,0,0

2015-11-25,101,20469703,other,4.318,22,95

2015-11-25,102,26384671,Kellogg,4.8,20,95

2015-11-25,103,17179322,other,4.25,28,89

2015-11-25,104,21208469,Kashi,4.867,15,100

2015-11-25,105,25875665,Kellogg,4.933,46,100

2015-11-25,106,25847972,other,4.782,101,98

2015-11-25,107,23597945,other,4.8,10,100

2015-11-25,108,20970526,other,5.0,3,100

2015-11-25,109,21268939,other,4.579,19,100

2015-11-25,110,33426025,Cheerios,4.6,30,97

2015-11-25,111,17203444,other,4.6,15,93

2015-11-25,112,10813983,other,3.0,2,67

2015-11-25,113,21106275,Kashi,4.0,8,88

2015-11-25,114,45863570,Kellogg,0.0,0,0

2015-11-25,115,33426024,Cheerios,5.0,4,100

2015-11-25,116,42353809,Kellogg,4.794,35,97

2015-11-25,117,33886602,other,4.5,18,100

2015-11-25,118,44656716,Kashi,5.0,1,100

2015-11-25,119,21081221,other,4.304,23,91

2015-11-25,120,14869856,other,4.636,11,91

2015-11-25,121,17203448,other,4.782,101,98

2015-11-25,122,22863013,Kashi,4.539,13,92

2015-11-25,123,20976607,Kashi,4.583,12,92

2015-11-25,124,46771745,Kellogg,0.0,0,0

2015-11-25,125,16923611,other,4.667,6,83

2015-11-25,126,16923604,other,4.5,14,86

2015-11-25,127,16923606,other,3.613,62,64

2015-11-25,128,16923602,other,4.462,13,92

2015-11-25,129,28468230,other,4.0,9,78

2015-11-25,130,44656717,Kellogg,0.0,0,0

2015-11-25,131,19514900,other,4.75,8,88

2015-11-25,132,43924526,Kellogg,5.0,1,100

2015-11-25,133,21476104,Kashi,4.8,16,100

2015-11-25,134,21063109,Kellogg,4.643,42,93

2015-11-25,135,19757534,Kellogg,4.565,24,92

2015-11-25,136,10292154,other,4.696,23,96

2015-11-25,137,44656718,Kashi,5.0,1,100

2015-11-25,138,21268885,Kashi,4.947,19,95

2015-11-25,139,24984275,Kellogg,4.758,91,96

2015-11-25,140,10313244,other,4.889,36,100

2015-11-25,141,45099805,other,0.0,0,0

2015-11-25,142,11303913,other,4.1,10,90

2015-11-25,143,42353810,Kellogg,4.882,17,100

2015-11-25,144,21125854,other,4.636,11,100

2015-11-25,145,24984280,Kellogg,4.643,28,93

2015-11-25,146,10789543,other,4.388,49,94

2015-11-25,147,10311411,other,4.792,24,96

2015-11-25,148,10403207,other,4.25,14,93

2015-11-25,149,10891816,other,4.677,31,94

2015-11-25,150,21125847,other,4.793,58,97

2015-11-25,151,10311414,other,4.782,101,98

2015-11-25,152,10818617,Kellogg,4.737,19,100

2015-11-25,153,10292149,other,4.533,30,94

2015-11-25,154,10818612,other,4.806,108,98

2015-11-25,155,33887106,Kellogg,4.692,13,100

2015-11-25,156,10818679,other,4.462,13,92

2015-11-25,157,45709515,other,5.0,2,100

2015-11-25,158,40617013,Cheerios,4.744,39,90

2015-11-25,159,11964845,other,4.25,8,100

2015-11-25,160,27617757,other,4.878,90,100

2015-11-25,161,34536008,other,4.655,110,94

2015-11-25,162,44981920,other,5.0,4,100

2015-11-25,163,10294607,other,4.647,17,94

2015-11-25,164,20923795,other,4.7,20,95

2015-11-25,165,17208751,Cheerios,4.837,184,98

2015-11-25,166,42353807,Kellogg,4.412,17,88

2015-11-25,167,46534908,Kellogg,4.0,1,100

2015-11-25,168,25847989,Cheerios,4.375,40,88

2015-11-25,169,17193435,other,3.667,3,100

2015-11-25,170,43937716,other,5.0,1,

2015-11-25,171,44656729,Kellogg,4.5,2,100

2015-11-25,172,36348035,Cheerios,4.28,25,88

2015-11-25,173,36348028,Cheerios,4.636,22,95

2015-11-25,174,10311422,Cheerios,4.448,29,86

2015-11-25,175,10402740,other,4.765,17,94

2015-11-25,176,10315423,other,4.111,18,78

2015-11-25,177,14869857,other,4.765,17,94

2015-11-25,178,10311506,other,4.625,16,94

2015-11-25,179,14651639,Cheerios,4.6,30,97

2015-11-25,180,10450276,other,4.889,10,100

2015-11-25,181,38354161,other,4.0,1,100

2015-11-25,182,26691078,other,0.0,0,0

2015-11-25,183,42353817,Kellogg,3.889,9,78

2015-11-25,184,34296591,Kashi,0.0,0,0

2015-11-25,185,21265991,Post,4.941,17,100

2015-11-25,186,33886603,Cheerios,4.765,17,100

2015-11-25,187,39881660,Cheerios,4.75,8,100

2015-11-25,188,34202125,other,4.333,6,83

2015-11-25,189,16785102,Post,5.0,11,100

2015-11-25,190,34201712,other,4.083,12,67

2015-11-25,191,22257607,Kashi,4.909,11,100

2015-11-25,192,20970529,other,0.0,0,0

2015-11-25,193,16785098,Post,5.0,15,100

2015-11-25,194,43710627,other,5.0,1,100

2015-11-25,195,43710628,other,0.0,0,0

2015-11-25,196,19514899,other,0.0,0,0

2015-11-25,197,16785103,Post,5.0,2,100

2015-11-25,198,21633495,Kashi,0.0,0,0

2015-11-25,199,24722541,Kellogg,4.757,112,95

2015-11-25,200,37586843,other,0.0,0,0

2015-11-25,201,16923607,other,4.625,24,92

2015-11-25,202,34536026,other,3.786,14,71

2015-11-25,203,23984404,other,4.765,34,97

2015-11-25,204,26135216,other,4.0,1,100

2015-11-25,205,32286720,Post,4.938,16,100

2015-11-25,206,21467406,Cheerios,4.857,14,93

2015-11-25,207,11046710,Cheerios,4.759,29,100

2015-11-25,208,17057014,Post,4.875,8,100

2015-11-25,209,39326237,other,3.333,3,67

2015-11-25,210,17193617,Kashi,5.0,1,100

2015-11-25,211,22356624,Kellogg,4.816,251,99

2015-11-25,212,23597944,other,4.632,19,100

2015-11-25,213,45912909,other,0.0,0,0

2015-11-25,214,16923608,other,4.79,20,100

2015-11-25,215,21063108,Kellogg,4.699,113,97

2015-11-25,216,10311405,Cheerios,4.385,13,85

2015-11-25,217,11964755,Kellogg,2.0,1,

2015-11-25,218,36902154,other,0.0,0,0

2015-11-25,219,17057016,Post,4.75,8,100

2015-11-25,220,16779603,Post,5.0,7,100

2015-11-25,221,22356626,Kellogg,4.636,11,100

2015-11-25,222,33887105,Kellogg,4.716,102,94

2015-11-25,223,33628805,other,4.5,10,80

2015-11-25,224,17193493,other,5.0,6,100

2015-11-25,225,21174196,Kashi,4.059,17,76

2015-11-25,226,16785097,other,5.0,6,100

2015-11-25,227,35501167,Kashi,0.0,0,0

2015-11-25,228,33963466,Kellogg,4.563,16,94

2015-11-25,229,17196562,other,4.533,15,100

2015-11-25,230,46330103,other,0.0,0,0

2015-11-25,231,33412364,Post,4.9,10,100

2015-11-25,232,26691074,other,4.4,10,91

2015-11-25,233,10311408,Cheerios,4.727,44,95

2015-11-25,234,45912908,other,5.0,1,100

2015-11-25,235,10315967,other,4.429,14,86

2015-11-25,236,33856197,other,4.111,9,100

2015-11-25,237,19757536,Kellogg,4.273,11,83

2015-11-25,238,34334718,other,4.909,11,100

2015-11-25,239,42353811,Kellogg,4.857,7,100

2015-11-25,240,16923610,other,4.875,8,100

2015-11-25,241,17203443,other,4.909,11,100

2015-11-25,242,22365078,Cheerios,4.375,40,88

2015-11-25,243,15716904,other,5.0,2,100

2015-11-25,244,21633494,Kashi,0.0,0,0

2015-11-25,245,10315964,other,4.8,10,100

2015-11-25,246,10813378,Cheerios,4.833,18,100

2015-11-25,247,39083136,other,5.0,6,88

2015-11-25,248,10311277,Cheerios,4.826,201,99

2015-11-25,249,10789542,other,4.542,24,88

2015-11-25,250,21009168,other,4.25,12,83

2015-11-25,251,21096172,Kellogg,4.75,4,100

2015-11-25,252,10818643,other,4.722,18,89

2015-11-25,253,22389074,other,4.8,5,100

2015-11-25,254,22210562,other,5.0,2,100

2015-11-25,255,36405020,other,5.0,1,100

2015-11-25,256,25875660,Kellogg,4.712,73,94

2015-11-25,257,19890854,other,4.869,86,98

2015-11-25,258,17196564,other,5.0,1,

2015-11-25,259,38498749,other,0.0,0,0

2015-11-25,260,20970524,other,4.4,10,90

2015-11-25,261,34188831,Post,4.727,11,91

2015-11-25,262,26691080,other,4.556,9,100

2015-11-25,263,19757535,Kellogg,4.6,5,60

2015-11-25,264,21125844,other,4.727,33,97

2015-11-25,265,10898865,Kellogg,4.909,11,100

2015-11-25,266,39083137,other,5.0,2,75

2015-11-25,267,17196541,other,0.0,0,0

2015-11-25,268,22572887,other,3.667,3,67

2015-11-25,269,10292162,other,4.737,19,95

2015-11-25,270,10402734,other,4.25,8,88

2015-11-25,271,19399977,other,5.0,1,100

2015-11-25,272,22388956,other,4.8,5,100

2015-11-25,273,10311404,other,4.688,17,88

2015-11-25,274,15686364,Cheerios,3.667,3,67

2015-11-25,275,10311403,other,4.765,34,97

2015-11-25,276,46534808,Kellogg,0.0,0,0

2015-11-25,277,21009169,Kellogg,4.929,14,100

2015-11-25,278,25875654,Kellogg,4.571,7,86

2015-11-25,279,17196563,other,4.8,5,100

2015-11-25,280,25847983,other,4.083,12,67

2015-11-25,281,36365088,other,0.0,0,0

2015-11-25,282,22356628,Kellogg,4.3,10,80

2015-11-25,283,35044566,Post,4.667,6,83

2015-11-25,284,45099788,other,0.0,0,0

2015-11-25,285,41474803,Cheerios,4.405,37,86

2015-11-25,286,10311415,other,4.654,26,88

2015-11-25,287,10311276,other,5.0,3,100

2015-11-25,288,10813379,other,4.875,16,100

2015-11-25,289,39326238,other,0.0,0,0

2015-11-25,290,33665090,other,0.0,0,0

2015-11-25,291,20970528,other,0.0,0,0

2015-11-25,292,17196493,other,3.75,4,75

2015-11-25,293,46161566,other,0.0,0,0

2015-11-25,294,31222371,other,5.0,1,100

2015-11-25,295,17196593,other,5.0,2,100

2015-11-25,296,10891815,other,4.677,31,94

2015-11-25,297,17196559,other,0.0,0,0

2015-11-25,298,44656713,Kellogg,0.0,0,0

2015-11-25,299,44656711,Kellogg,0.0,0,0

2015-11-25,300,44656710,Kellogg,0.0,0,0

2015-11-25,301,39326239,other,4.5,2,100

2015-11-25,302,31219557,other,4.0,3,67

2015-11-25,303,10311279,other,4.688,17,88

2015-11-25,304,15686398,other,5.0,1,100

2015-11-25,305,43852064,other,5.0,2,100

2015-11-25,306,29474088,other,4.0,1,100

2015-11-25,307,26691075,other,5.0,4,100

2015-11-25,308,44656728,Kellogg,0.0,0,0

2015-11-25,309,17193432,other,0.0,0,0

2015-11-25,310,44656712,Kellogg,0.0,0,0

2015-11-25,311,16779604,Post,5.0,7,100

2015-11-25,312,10311274,other,4.579,19,89

2015-11-25,313,43710630,other,0.0,0,0

2015-11-25,314,44002692,Post,5.0,3,100

2015-11-25,315,10818682,other,4.647,51,94

2015-11-25,316,46161565,other,0.0,0,0

2015-11-25,317,44014060,other,0.0,0,0

2015-11-25,318,17196545,other,0.0,0,0

2015-11-25,319,10891820,other,4.647,51,94

2015-11-25,320,29473278,other,5.0,2,100

2015-11-25,321,46064310,other,4.0,2,100

2015-11-25,322,22389064,other,5.0,1,100

2015-11-25,323,10311278,other,4.353,17,82

2015-11-25,324,26691079,other,0.0,0,0

2015-11-25,325,17193476,other,0.0,0,0

2015-11-25,326,46161567,other,0.0,0,0

2015-11-25,327,29473282,other,0.0,0,0

2015-11-25,328,17196522,other,0.0,0,0

2015-11-25,329,27617750,other,5.0,1,100

2015-11-25,330,43710629,other,5.0,2,100

2015-11-25,331,16785106,Post,5.0,2,100

2015-11-25,332,10311397,other,4.579,19,89

2015-11-25,333,19794416,Kellogg,4.667,9,89

2015-11-25,334,43343112,Kellogg,3.0,1,100

2015-11-25,335,42353818,Kellogg,4.0,4,75

2015-11-25,336,45791905,other,0.0,0,0

2015-11-25,337,26691076,other,0.0,0,0

2015-11-25,338,43924539,Kashi,0.0,0,0

2015-11-25,339,17196503,other,5.0,1,100

2015-11-25,340,10818680,other,4.677,31,94

2015-11-25,341,17193564,other,5.0,1,100

2015-11-25,342,29473272,other,5.0,1,100

2015-11-25,343,43710626,other,0.0,0,0

2015-11-25,344,15686395,other,1.0,1,0

2015-11-25,345,39326180,other,3.667,3,67

2015-11-25,346,44656720,Kellogg,0.0,0,0

2015-11-25,347,34334711,other,4.5,2,100

2015-11-25,348,24491586,other,4.0,2,100

2015-11-25,349,37341973,Cheerios,5.0,10,100

2015-11-25,350,28644588,Kashi,0.0,0,0

2015-11-25,351,26691081,other,5.0,1,100

2015-11-25,352,42864589,Post,0.0,0,0

2015-11-25,353,44110543,Kellogg,0.0,0,0

2015-11-25,354,42864588,Post,3.667,3,67

2015-11-25,355,35824692,other,4.444,9,89

2015-11-25,356,29473269,other,0.0,0,0

2015-11-25,357,43924743,Kellogg,0.0,0,0

2015-11-25,358,46064311,other,0.0,0,0

2015-11-25,359,43924504,Kellogg,0.0,0,0

2015-11-25,360,10313216,other,4.714,7,100

2015-11-25,361,43924533,Kellogg,0.0,0,0

2015-11-25,362,10311413,other,4.765,34,97

2015-11-25,363,10311416,other,4.625,16,88

2015-11-25,364,44897623,other,0.0,0,0

2015-11-25,365,15686367,other,5.0,1,100

2015-11-25,366,17193433,Kashi,0.0,0,0

2015-11-25,367,43924746,Kellogg,0.0,0,0

2015-11-25,368,46175186,other,0.0,0,0

2015-11-25,369,17193561,other,0.0,0,0

2015-11-25,370,44013961,other,0.0,0,0

2015-11-25,371,38364395,Cheerios,0.0,0,0

2015-11-25,372,47335466,other,0.0,0,0

2015-11-25,373,17193654,other,0.0,0,0

2015-11-25,374,44013962,other,0.0,0,0

2015-11-25,375,46265205,Kashi,0.0,0,0

2015-11-25,376,22356629,other,4.675,84,98

2015-11-25,377,17193557,other,0.0,0,0

2015-11-25,378,43924551,Kellogg,0.0,0,0

2015-11-25,379,46175192,other,0.0,0,0

2015-11-25,380,43924528,Kellogg,0.0,0,0

2015-11-25,381,47335458,other,0.0,0,0

2015-11-25,382,46064312,other,0.0,0,0

2015-11-25,383,27617752,other,5.0,5,100

2015-11-25,384,43924534,Kellogg,0.0,0,0

2015-11-25,385,43924527,Kellogg,0.0,0,0

2015-11-25,386,19399978,other,5.0,3,100

2015-11-25,387,43924538,Kellogg,0.0,0,0

2015-11-25,388,17196526,other,4.333,3,67

2015-11-25,389,38458541,other,0.0,0,0

2015-11-25,390,39326203,other,5.0,1,100

2015-11-25,391,10818681,other,4.767,60,98

2015-11-25,392,33964730,Kashi,0.0,0,0

2015-11-25,393,36309669,other,0.0,0,0

2015-11-25,394,37181768,other,0.0,0,0

2015-11-25,395,34294844,other,0.0,0,0

2015-11-25,396,36303616,other,0.0,0,0

2015-11-25,397,17196504,other,0.0,0,0

2015-11-25,398,17196505,other,0.0,0,0

2015-11-25,399,21090369,other,5.0,3,100

2015-11-25,400,19890856,Kellogg,4.8,5,100

2015-11-25,401,43924529,Kellogg,0.0,0,0

2015-11-25,402,17196506,other,0.0,0,0

2015-11-25,403,17196502,other,0.0,0,0

2015-11-25,404,17196498,other,0.0,0,0

2015-11-25,405,17193473,other,0.0,0,0

2015-11-25,406,29473277,other,0.0,0,0

2015-11-25,407,38458536,other,0.0,0,0

2015-11-25,408,41474802,other,0.0,0,0

2015-11-25,409,44013975,other,0.0,0,0

2015-11-25,410,29474087,other,0.0,0,0

2015-11-25,411,21125842,other,4.793,58,97

2015-11-25,412,17196496,other,3.0,2,50

2015-11-25,413,44014444,other,0.0,0,0

2015-11-25,414,29474089,other,0.0,0,0

2015-11-25,415,33665135,other,0.0,0,0

2015-11-25,416,36348857,other,0.0,0,0

2015-11-25,417,17196499,other,0.0,0,0

2015-11-25,418,29473266,other,5.0,1,100

2015-11-25,419,17193613,other,0.0,0,0

2015-11-25,420,36527904,other,0.0,0,0

2015-11-25,421,17283407,Kellogg,0.0,0,0

2015-11-25,422,31219558,other,0.0,0,0

2015-11-25,423,17193563,other,5.0,1,100

2015-11-25,424,22389171,other,4.5,2,100

2015-11-25,425,17193497,other,0.0,0,0

2015-11-25,426,21978523,other,4.438,89,89

2015-11-25,427,17193553,other,0.0,0,0

2015-11-25,428,29473273,other,0.0,0,0

2015-11-25,429,39326233,other,0.0,0,0

2015-11-25,430,17193547,other,0.0,0,0

2015-11-25,431,28645922,other,0.0,0,0

2015-11-25,432,33665089,other,0.0,0,0

2015-11-25,433,17196489,other,5.0,1,100

2015-11-25,434,31219537,other,0.0,0,0

2015-11-25,435,33655402,other,0.0,0,0

2015-11-25,436,39326240,other,0.0,0,0

2015-11-25,437,33665087,other,0.0,0,0

2015-11-25,438,17196516,other,0.0,0,0

2015-11-25,439,17203445,other,4.353,17,82

2015-11-25,440,17193549,other,0.0,0,0

2015-11-25,441,29473276,other,5.0,1,100

2015-11-25,442,39326235,other,0.0,0,0

2015-11-25,443,31222373,other,0.0,0,0

2015-11-25,444,17196520,other,0.0,0,0

2015-11-25,445,17193475,other,0.0,0,0

2015-11-25,446,17196518,other,0.0,0,0

2015-11-25,447,22572886,other,0.0,0,0

2015-11-25,448,17193647,other,0.0,0,0

2015-11-25,449,12443033,other,5.0,3,100

2015-11-25,450,17193545,other,0.0,0,0

2015-11-25,451,34202123,other,0.0,0,0

2015-11-25,452,21090108,other,0.0,0,0

2015-11-25,453,17196523,other,3.0,4,50

2015-11-25,454,24182561,other,0.0,0,0

2015-11-25,455,39326211,other,0.0,0,0

2015-11-25,456,35500693,Kashi,0.0,0,0

2015-11-25,457,17193556,other,0.0,0,0

2015-11-25,458,35176873,other,0.0,0,0

2015-11-25,459,17196596,other,0.0,0,0

2015-11-25,460,17193496,other,0.0,0,0

2015-11-25,461,17196560,other,0.0,0,0

2015-11-25,462,30943781,other,0.0,0,0

2015-11-25,463,33665085,other,0.0,0,0

2015-11-25,464,17196553,other,0.0,0,0

2015-11-25,465,17193554,other,0.0,0,0

2015-11-25,466,17196441,other,0.0,0,0

2015-11-25,467,31121629,other,0.0,0,0

2015-11-25,468,29473263,other,5.0,1,100

2015-11-25,469,17196521,other,0.0,0,0

2015-11-25,470,17196594,other,0.0,0,0

2015-11-25,471,33665088,other,0.0,0,0

2015-11-25,472,31219543,other,0.0,0,0

2015-11-25,473,33652989,other,0.0,0,0

2015-11-25,474,28646173,other,0.0,0,0

2015-11-25,475,34481845,other,5.0,3,100

2015-11-25,476,31054861,other,0.0,0,0

2015-11-25,477,29892015,other,0.0,0,0

2015-11-25,478,33963474,other,4.286,8,100

2015-11-25,479,10312439,other,4.226,283,82

2015-11-25,480,36305335,other,0.0,0,0

2015-11-25,481,45099799,other,0.0,0,0

2015-11-25,482,39086034,other,0.0,0,0

2015-11-25,483,12443143,other,3.714,28,67

2015-11-25,484,16827119,other,0.0,0,0

2015-11-25,485,26712788,other,4.757,37,97

2015-11-25,486,21103997,other,0.0,0,0

2015-11-25,487,25847974,other,4.688,16,94

2015-11-25,488,25875655,Kellogg,4.412,17,94

2015-11-25,489,21125856,other,4.353,17,82

2015-11-25,490,10312438,other,4.116,191,78

2015-11-25,491,21125853,other,4.556,19,95

2015-11-25,492,10311281,other,4.429,35,86

2015-11-25,493,17193603,other,5.0,1,100

2015-11-25,494,25847966,other,4.909,12,100

2015-11-25,495,44656714,Kellogg,2.0,1,0

2015-11-25,496,17193488,other,0.0,0,0

2015-11-25,497,29474010,other,5.0,1,100

2015-11-25,498,17196599,other,4.5,2,100

2015-11-25,499,17193492,other,4.0,2,50

2015-11-25,500,17196570,other,5.0,1,100

2015-11-25,501,17193596,other,0.0,0,0

2015-11-25,502,46265090,other,0.0,0,0

2015-11-25,503,45099798,other,0.0,0,0

2015-11-25,504,44886121,other,0.0,0,0

2015-11-25,505,45099792,other,0.0,0,0

2015-11-25,506,17193487,other,1.0,1,0

2015-11-25,507,46771748,Kashi,0.0,0,0

2015-11-25,508,17196615,other,0.0,0,0

2015-11-25,509,21090101,other,0.0,0,0

2015-11-25,510,39326198,other,5.0,1,100

2015-11-25,511,33655409,Kashi,0.0,0,0

2015-11-25,512,46771749,Kashi,0.0,0,0

2015-11-25,513,45099790,other,0.0,0,0

2015-11-25,514,29304186,other,5.0,3,100

2015-11-25,515,22388976,other,5.0,4,100

2015-11-25,516,44014331,other,0.0,0,0

2015-11-25,517,44013969,other,0.0,0,0

2015-11-25,518,44013974,other,0.0,0,0

2015-11-25,519,46175188,other,0.0,0,0

2015-11-25,520,24446956,other,0.0,0,0

2015-11-25,521,17208774,other,5.0,1,100

2015-11-25,522,17193514,other,0.0,0,0

2015-11-25,523,17193560,other,4.0,1,100

2015-11-25,524,34334684,other,5.0,1,100

2015-11-25,525,47335365,other,0.0,0,0

2015-11-25,526,17196429,other,5.0,3,100

2015-11-25,527,33963475,other,5.0,1,100

2015-11-25,528,47335302,other,0.0,0,0

2015-11-25,529,47335300,other,0.0,0,0

2015-11-25,530,47335369,other,0.0,0,0

2015-11-25,531,46175993,other,0.0,0,0

2015-11-25,532,46175193,other,0.0,0,0

2015-11-25,533,47335626,other,0.0,0,0

2015-11-25,534,46175187,other,0.0,0,0

2015-11-25,535,47335622,other,0.0,0,0

2015-11-25,536,47335625,other,0.0,0,0

2015-11-25,537,17193538,other,5.0,1,100

2015-11-25,538,47335377,other,0.0,0,0

2015-11-25,539,47369913,other,0.0,0,0

2015-11-25,540,47335585,other,0.0,0,0

2015-11-25,541,47335362,other,0.0,0,0

2015-11-25,542,44014669,other,0.0,0,0

2015-11-25,543,17196597,other,5.0,1,100

2015-11-25,544,46265150,other,0.0,0,0

2015-11-25,545,46265147,other,0.0,0,0

2015-11-25,546,46265067,other,0.0,0,0

2015-11-25,547,46265148,other,0.0,0,0

2015-11-25,548,31219550,other,5.0,1,100

2015-11-25,549,46271056,other,0.0,0,0

2015-11-25,550,22388961,other,0.0,0,0

2015-11-25,551,44014670,other,5.0,1,100

2015-11-25,552,17196598,other,5.0,1,100

2015-11-25,553,44013972,other,0.0,0,0

2015-11-25,554,17196620,other,5.0,1,100

2015-11-25,555,17193537,other,4.5,2,100

2015-11-25,556,44014330,other,0.0,0,0

2015-11-25,557,17196600,other,0.0,0,0

2015-11-25,558,27672360,other,0.0,0,0

2015-11-25,559,17196622,other,3.0,2,50

